id,full_title,age,view_count,like_count,dislike_count,comment_count,artists
195,Sam Seyoum - Wubet Ande Neber | ውበት አንድ ነበር - New Ethiopian Music 2018 (Official Video),588,52973,406,42,89,SAM SEYOUM
196,Best Ethiopian Traditional Music 2014  Danny Dance - Wa Stel,2124,188150,182,42,17,DANNY DANCE
197,Weeha - Tiragn Besimeh | ጥራኝ በስምህ - New Ethiopian Music 2018 (Official Video),395,1207143,4785,355,525,WEEHA
198,kingo - Konjoya | ቆንጆያ - New Ethiopian Music 2017 (Official Video),726,198896,1194,164,283,KINGO
199,Zeleke Gessesse ft. Bitania & Arbin Ervin - Smile Ethiopia - Ethiopian Music 2019 (Official Video),164,48366,861,45,158,ZELEKE GESSESSE
200,Zeleke Gessesse ft. Bitania & Arbin Ervin - Smile Ethiopia - Ethiopian Music 2019 (Official Video),164,48366,861,45,158,BITANIA
201,Zeleke Gessesse ft. Bitania & Arbin Ervin - Smile Ethiopia - Ethiopian Music 2019 (Official Video),164,48366,861,45,158,ARBIN ERVIN
202,Mieraf Assefa - Enchi Enka - New Ethiopian Music 2016 (Official Video),1345,2099026,5063,677,672,MIERAF ASSEFA
203,Alemayehu Tesfaye - Delashign | ደላሽኝ - New Ethiopian Music 2017 (Official Video),931,188507,761,101,233,ALEMAYEHU TESFAYE
204,Solomon Beyene - Gaafa Tokko - New Ethiopian Oromo Music 2018 (Official Video),461,44635,476,45,156,SOLOMON BEYENE
205,Nati Haile - Alo | አሎ - New Ethiopian Music 2017 (Official Video),691,1252504,4130,463,591,NATI HAILE
206,Ha Ge'ez - Yefikir Damakase - New Ethiopian Music 2016 (Official Video),1242,78181,144,34,93,HA GEEZ
207,Geremew Gualu - Geremegn | ገረመኝ - New Ethiopian Music 2018 (Official Video),430,101479,574,55,147,GEREMEW GUALU
208,Asgegnew Ashko (Asge) - Lade | ላዴ - New Ethiopian Music 2018 (Official Video),447,363731,2556,163,515,ASGEGNEW ASHKO
209,Yami - Zmtaye | ዝምታዬ - New Ethiopian Music 2017 (Official Video),759,90115,350,54,120,YAMI
210,Getish Mamo - Ewedishalehu | እወድሻለሁ - New Ethiopian Music 2016 (Official Video),1096,311417,1334,132,264,GETISH MAMO
211,Yared Mekonnen - Neberkugn Bante Bota - New Ethiopian Music 2019 (Official Video),46,15399,242,38,37,YARED MEKONNEN
212,Hot New Ethiopian music 2014 Merkeb Baryagabr Kassa - Party,2085,53557,386,38,31,MERKEB BARYAGABR KASSA
213,D Abe - Erere | ኧረረረ... - New Ethiopian Music 2018 (Official Video),315,164785,1239,152,439,D ABE
214,Helen Argaw - Zim Atebelegn | ዝም አትበለኝ - New Ethiopian Music 2018 (Official Video),417,159131,811,136,294,HELEN ARGAW
215,Tekle Negasi - Habruni - New Eritrean Music 2018 (Official Video),407,99967,1307,53,281,TEKLE NEGASI
216,Getnet Habtamu - Zomawa | ዞማዋ - New Ethiopian Music 2018 (Official Video),445,77379,517,58,196,GETNET HABTAMU
217,Niway Damtie - Kuru | ኩሩ - New Ethiopian Music (Official Video),1069,29431,150,22,65,NIWAY DAMTIE
218,Yilma Shewakena - Mulualeme - New Ethiopian Music 2018 (Official Video),523,31486,202,23,48,YILMA SHEWAKENA
219,Zelalem Yonas - Meshe Atbey | መሸ አትበይ - New Ethiopian Music 2017 (Official Video),960,367079,971,201,297,ZELALEM YONAS
220,Getachew Melese - Abebaye | አበባዬ - New Ethiopian Music 2018 (Official Video),385,106715,591,61,120,GETACHEW MELESE
221,Tombola Abebaw (Guadegnaye) - Wub Aleme | ውብ አለሜ - New Ethiopian Music 2019 (Official Video),258,84448,632,56,240,TOMBOLA ABEBAW
222,Tsigabu Teshale - Komies | ኮሚዒስ - New Ethiopian Tigrigna Music 2018 (Official Video),573,468091,2211,219,412,TSIGABU TESHALE
223,Guanche Berhe - Gual Baba | ጓል ባባ - New Ethiopian Music 2019,300,37318,464,49,101,GUANCHE BERHE
224,Shewandagne Hailu ሸዋንዳኝ ሀይሉ :  Sitotash ስጦታሽ NEW 2013,2312,139076,264,25,42,SHEWANDAGNE HAILU ሸዋንዳኝ ሀይሉ
225,Haymanot Matebu - And Hunu Zare | አንድ ሁኑ ዛሬ - New Ethiopian Music 2019 (Official Video),90,16651,296,20,108,HAYMANOT MATEBU
226,Best New Ethiopian Music 2014 DJ Jote ft Akiya & Mykey - Anchi Konjo (Official Video),1830,73970,122,23,18,DJ JOTE
227,Best New Ethiopian Music 2014 DJ Jote ft Akiya & Mykey - Anchi Konjo (Official Video),1830,73970,122,23,18,AKIYA
228,Best New Ethiopian Music 2014 DJ Jote ft Akiya & Mykey - Anchi Konjo (Official Video),1830,73970,122,23,18,MYKEY
229,Fikiru Arage| ቦቼ  - Temeleshi | ተመለሺ - New Ethiopian Music 2016 (Official Video),1087,631047,2031,203,678,FIKIRU ARAGE| ቦቼ
230,Beki Habesha - Asmera Tsaeda | አሰመራ ፃእዳ - New Eritrean Music 2018 (Official Video),374,56872,915,179,291,BEKI HABESHA
231,Abood Fahad - Weyne - New Ethiopian Music 2016 (Official Video),1134,38195,218,41,113,ABOOD FAHAD
232,Tesfaye Tilahun - Teguazh | ተጓዥ - New Ethiopian Music 2019 (Official Video),243,130054,883,53,201,TESFAYE TILAHUN
233,Fantish Bekele - Zimtegnaw Geday | ዝምተኛው ገዳይ - New Ethiopian Music 2017 (Official Video),771,1967577,5776,1106,1109,FANTISH BEKELE
234,Dereje Belay - Sasebish Adralehu | ሳስብሽ አድራለሁ - New Ethiopian Music 2018 (Official Video),582,335056,1655,187,432,DEREJE BELAY
235,Kichini Goa - Demariye | ዴማሪዬ - New Ethiopian Music 2017 (Official Video),695,151508,1093,67,228,KICHINI GOA
236,Fekaduel - Eskemeche New Ethiopian Music 2015 (Official Video),1652,54738,54,56,1,FEKADUEL
237,Paulos PK & Merry Mak - Ethiopia Aradegna | ኢትዮዽያ አራድኛ - New Ethiopian Music 2018 (Official Video),472,30557,500,78,146,PAULOS PK
238,Paulos PK & Merry Mak - Ethiopia Aradegna | ኢትዮዽያ አራድኛ - New Ethiopian Music 2018 (Official Video),472,30557,500,78,146,MERRY MAK
239,Fisum T -  Bandira | ባንዲራ - New Ethiopian Music Dedicated to Dr Abiy Ahmed,486,87054,1335,231,321,FISUM T
240,Jossy Jano & Betty - Seyameye | ስያሜዬ - New Ethiopian Music 2019 (Official Video),175,53647,491,104,118,JOSSY JANO
241,Jossy Jano & Betty - Seyameye | ስያሜዬ - New Ethiopian Music 2019 (Official Video),175,53647,491,104,118,BETTY
242,Biniam Dana ቢንያም ዳና : Begna Style  በኛ ስታይል New Ethiopian Music Video 2013,2336,1472507,2978,520,431,BINIAM DANA ቢንያም ዳና
243,Endegna - Leman Biye - New Ethiopian Music 2018 (Official Video),513,3426582,12620,1071,1365,ENDEGNA
244,Kako Getachew - Aroge Arada 2 | አሮጌ አራዳ #2 - New Ethiopian Music 2018 (Official Video),639,2041864,7403,650,705,KAKO GETACHEW
245,Abdu Kiar - Zemen (ዘመን) - New Ethiopian Music 2015 (Official Audio),1494,278113,620,59,102,ABDU KIAR
246,Mafi Kassa - Aye Sew | አይ ሰው - New Ethiopian Music 2019 (Official Video),173,28261,382,31,153,MAFI KASSA
247,Haset Bogale - Nigeregn | ንገረኝ - New Ethiopian Music 2019 (Official Video),32,53965,751,28,102,HASET BOGALE
248,Habtamu G/Tsadik - Yene Gela | የኔ ገላ - New Ethiopian Music 2019 (Official Audio),275,30905,263,15,59,HABTAMU G/TSADIK
249,Abebe Berihun - Arbegna Nat | አርበኛ ናት - New Ethiopian Music 2017 (Official Video),753,68223,297,35,134,ABEBE BERIHUN
250,Gebrehiwot Hadush - Tsehayki Berikua | ፀሓይኪ በሪቓ - New Ethiopian Tigrigna Music 2017 (Official Video),681,159028,1271,84,368,GEBREHIWOT HADUSH
251,Melaku Bireda - Shururu | ሹሩሩ - New Ethiopian Music (Official Video),815,125055,930,71,322,MELAKU BIREDA
252,Selamawit Yohannes - Hambel | ሃምበል - New Ethiopian Music 2019 (Official Video),317,12215675,35972,4963,6637,SELAMAWIT YOHANNES
253,Alemayehu Tesfaye - Tasmute | ጣዝሙቴ - New Ethiopian Music 2017 (Official Audio),843,40549,193,17,55,ALEMAYEHU TESFAYE
254,Weldemihret Gidey - Nigisti | ንግስቲ - New Ethiopian Music 2017 (Official Video),749,144656,710,75,258,WELDEMIHRET GIDEY
255,Azmera Chekol - Heruy | ሕሩይ - New Ethiopian Tigrigna Music 2017 (Official Video),707,107531,595,78,290,AZMERA CHEKOL
256,Betelhem Abebe - Hule Na | ሁሌ ና - New Ethiopian Music 2018 (Official Video),329,26672,251,26,55,BETELHEM ABEBE
257,Sintayehu Haile - Mela | መላ - New Ethiopian Music 2018 (Official Video),557,106499,499,78,136,SINTAYEHU HAILE
258,Amarech Alemu - Ere Gedam | ኧረ ገዳም - New Ethiopian Music 2018 (Official Video),363,120756,823,80,239,AMARECH ALEMU
259,Dawit Alemayehu - Kanchi Belay | ካንች በላይ - New Ethiopian Music 2016 (Official Audio),1119,280515,1328,77,374,DAWIT ALEMAYEHU
260,Wave Slassian - Gual Temben - New Ethiopian Tigrigna Music 2016 (Official Video),1161,242317,886,70,186,WAVE SLASSIAN
261,Simachew Kassa - Baso Mit | ባሶ ምት - New Ethiopian Music 2016 (Official Video),1013,497526,1142,200,277,SIMACHEW KASSA
262,Habtamu G/tsadik - Dehna Hugni | ደህና ሁኚ - New Ethiopian Music 2018 (Official Video),502,144617,1118,85,233,HABTAMU G/TSADIK
263,Tizita Dawit & Tadese Gebru - Endih New Gabicha - New Ethiopian Music 2017 (Official Video),910,40879,168,29,63,TIZITA DAWIT
264,Tizita Dawit & Tadese Gebru - Endih New Gabicha - New Ethiopian Music 2017 (Official Video),910,40879,168,29,63,TADESE GEBRU
265,Tesfalidet Tadesse - Hanway | ሃንዋይ - New Ethiopian Music 2018 (Official Video),356,54343,569,51,99,TESFALIDET TADESSE
266,Teddy Yo ft. Lij Eyasu - Alehu Belegn | አለሁ በለኝ - New Ethiopian Music 2018 (Official Video),383,96117,1878,84,270,TEDDY YO
267,Teddy Yo ft. Lij Eyasu - Alehu Belegn | አለሁ በለኝ - New Ethiopian Music 2018 (Official Video),383,96117,1878,84,270,LIJ EYASU
268,Yohannes Gebregziabher - Guayla Adey | ጓይላ ዓደይ - New Ethiopian Tigrigna Music 2018 (Official Video),551,197185,1781,156,483,YOHANNES GEBREGZIABHER
269,Elio ft Feven  - Mengedegna New Ethiopian Music 2015 (Official Video),1666,68211,202,26,15,ELIO
270,Elio ft Feven  - Mengedegna New Ethiopian Music 2015 (Official Video),1666,68211,202,26,15,FEVEN
271,Mesfin Ulma - Enjalign | እንጃልኝ - New Ethiopian Music 2017 (Official Video),1034,153515,755,63,234,MESFIN ULMA
272,Solomon Beyene - Bilome | ቢሎሜ - New Ethiopian Music 2017 (Official Video),924,902362,1616,270,274,SOLOMON BEYENE
273,[ HAPPY NEW YEAR!! ] New Hot Ethiopian Traditional Music 2014 Elias Abiyu - Tarik Alegn,2132,155285,146,39,14,ELIAS ABIYU
274,Yeshi Tadesse - Dera | ደራ - New Ethiopian Music 2017 (Official Video),1000,71870,143,23,58,YESHI TADESSE
275,Mulugeta Alemu - Yefikir Tselote - New Ethiopian Music 2016 (Official Video),1290,42670,135,27,72,MULUGETA ALEMU
276,Biniam Mengiste - Yene | የኔ - New Ethiopian Music 2019 (Official Video),67,37799,433,29,73,BINIAM MENGISTE
277,Mikiyas Nigussie (Miki Lala) - Wede Hagere - New Ethiopian Music (Official Video),1220,686113,2407,424,764,MIKIYAS NIGUSSIE
278,Ashenafi Setegn - Fikir Band Lay | ፍቅር በአንድ ላይ - New Ethiopian Music 2019 (Official Video),200,20593,248,47,129,ASHENAFI SETEGN
279,AKLILUU AADDISE - WARRA KANAA - New Ethiopian Music 2019 (Official Video),95,17162,270,37,90,AKLILUU AADDISE
280,Habtamu Zinabe - Ney Neyilgn | ነይ ነይልኝ - New Ethiopian Music (Official Video),1072,121211,400,45,189,HABTAMU ZINABE
281,Jirenya Shiferaw & Hawi - Jalalti Falagooyita - New Ethiopian Music 2019 (Official Video),199,405688,3500,216,643,JIRENYA SHIFERAW
282,Jirenya Shiferaw & Hawi - Jalalti Falagooyita - New Ethiopian Music 2019 (Official Video),199,405688,3500,216,643,HAWI
283,Teddy Yo - Banchi Miknyat | ባንች ምክንያት - New Ethiopian Music 2018 (Official Audio W/Lyrics),597,213335,1604,91,172,TEDDY YO
284,Eshet Tsehayneh ft Soda - Alegn | አለኝ - New Ethiopian Music 2019 (Official Video),194,21778,198,47,72,ESHET TSEHAYNEH
285,Eshet Tsehayneh ft Soda - Alegn | አለኝ - New Ethiopian Music 2019 (Official Video),194,21778,198,47,72,SODA
286,Esubalew Liyih - Tafach Neger | ጣፋጭ ነገር - New Ethiopian Music (Official Video),1070,91766,265,33,130,ESUBALEW LIYIH
287,Bisrat Surafel - Weynye | ወይንዬ - New Ethiopian Music 2018 (Official Audio),537,339829,1161,98,124,BISRAT SURAFEL
288,EEKAA - Kuul Surre - New Ethiopian Music 2018 (Official Video),327,66874,754,126,234,EEKAA
289,Wendesen Biru (Wendi Cash) - Wube Nat | ውብ ናት - New Ethiopian Music 2019 (Official Video),283,44130,243,55,101,WENDESEN BIRU
290,Debe Alemseged - Anchin | አንቺን - New Ethiopian Music 2018 (Official Video),344,2007135,5730,813,1054,DEBE ALEMSEGED
291,Tewodros Kassahun - Tamrialesh | ታምሪያለሽ - New Ethiopian Music 2018 (Official Video),380,72995,574,45,208,TEWODROS KASSAHUN
292,Solomon Demle - Welelaye | ወለላዬ - New Ethiopian Music 2017 (Official Video),927,213885,569,93,182,SOLOMON DEMLE
293,Hot New Ethiopian Music 2014 Selamawit Abebayehu - Bel Awragn,1862,186195,286,49,34,SELAMAWIT ABEBAYEHU
294,Andualem Ayalew - Awdamet | አውደአመት - New Ethiopian Music 2018 (Official Video),667,151307,984,52,257,ANDUALEM AYALEW
295,Filmon Alem - Aytelieliley | ኣይተልዕልለይ - New Tigrigna Music 2018 (Official Video),557,157448,2354,182,390,FILMON ALEM
296,Tewodros Samuel - Musheraye | ሙሽራዬ - New Ethiopian Music 2018 (Official Video),397,42961,324,29,143,TEWODROS SAMUEL
297,Mahlet Gebregiorgis & Ehsan Abduselam - Betizita | በትዝታ - New Ethiopian Music 2018 (Official Video),379,240881,3445,182,580,MAHLET GEBREGIORGIS
298,Mahlet Gebregiorgis & Ehsan Abduselam - Betizita | በትዝታ - New Ethiopian Music 2018 (Official Video),379,240881,3445,182,580,EHSAN ABDUSELAM
299,Bling - Temelesh | ተመለሽ - New Ethiopian Music 2018 (Official Video),544,92257,702,103,155,BLING
300,MyKey ft Ela man - Ketat ቅጣት Best Ethiopian Animation Music Video 2013,2226,27954,139,8,22,MYKEY
301,MyKey ft Ela man - Ketat ቅጣት Best Ethiopian Animation Music Video 2013,2226,27954,139,8,22,ELA MAN
302,Yabsira Yared - Semeani Fikrey | ስምዐኒ ፍቅረይ - New Ethiopian Music 2019 (Official Video),216,33080,416,34,68,YABSIRA YARED
303,Jony Ze Arkey | ጆኒ ዘ ዓርከይ -  Enka | እንካ - New Ethiopian Music 2016 (Official Video),1089,31006,124,43,88,JONY ZE ARKEY | ጆኒ ዘ ዓርከይ
304,Michael Amde (JJ Miko) - Atagay - New Ethiopian Music 2015 (Official Video),1449,11545,31,4,10,MICHAEL AMDE
305,Andupa Teshome - Mahamud Ga Tebkign - New Ethiopian music 2015 (Official Video),1465,268786,678,115,88,ANDUPA TESHOME
306,Zemach - Eskista | እስክስታ - New Ethiopian Music (Official Video),1076,390902,2005,311,695,ZEMACH
307,Yohannes Yirdaw - Zewrew | ዘውረው - New Ethiopian Music 2019 (Official Video),178,55409,493,51,166,YOHANNES YIRDAW
308,Melaku Bireda - Ziyoze - New Ethiopian Music 2016 (Official Video),1376,62126,180,13,48,MELAKU BIREDA
309,Addis mulat አዲስ ሙላት : Band Kal በአንድ ቃል New Ethiopian Music 2013,2300,133283,213,28,28,ADDIS MULAT አዲስ ሙላት
310,Mafi Leul - Shiri Beyina | ሽሪ በይና - New Ethiopian Music 2018 (Official Video),535,219420,1309,99,246,MAFI LEUL
311,Negasi Meles - Te'adilom | ተዓዲሎም - New Ethiopian Music 2019 (Official Video),108,74929,1009,63,266,NEGASI MELES
312,Mule Tattoo - Yinafikegnal | ይናፍቀኛል - New Ethiopian Music 2019 (Official Video),294,31930,200,55,89,MULE TATTOO
313,Yohannes Mulugeta (ጆኒ) - Neyilgn - New Ethiopian Music (Official Video),1366,150263,377,41,62,YOHANNES MULUGETA
314,Biruk Tsegaye - Yehiwote Mieraf | የህይወቴ ምዕራፍ - New Ethiopian Music 2018 (Official Video),543,54749,423,58,102,BIRUK TSEGAYE
315,Demelash Bogale - Hager Yemanat | ሃገር የማናት - New Ethiopian Music 2019 (Official Video),117,35415,449,14,144,DEMELASH BOGALE
316,King Simba Nate ft. Wintana - Awkshalew - New Ethiopian Music 2018 (Official Video),519,74474,362,307,164,KING SIMBA NATE
317,King Simba Nate ft. Wintana - Awkshalew - New Ethiopian Music 2018 (Official Video),519,74474,362,307,164,WINTANA
318,Abelo DX - Gonder | ጎንደር - New Ethiopian Music 2018 (Official Video),558,55143,475,110,247,ABELO DX
319,Hot New Ethiopian Music 2014 Destaw Belay - Kakm Belay (Official Video),1853,155079,284,36,31,DESTAW BELAY
320,Tizita Demeke - Atikina | አትቅና - New Ethiopian Music 2019 (Official Video),4,30770,451,43,89,TIZITA DEMEKE
321,Mebre Mengiste| Derash Fenta & Ayanaw Tirualem - Siyamreben | ሲያምርብን - New Ethiopian Music 2019,143,92961,1156,180,320,MEBRE MENGISTE
322,Mebre Mengiste| Derash Fenta & Ayanaw Tirualem - Siyamreben | ሲያምርብን - New Ethiopian Music 2019,143,92961,1156,180,320,DERASH FENTA
323,Mebre Mengiste| Derash Fenta & Ayanaw Tirualem - Siyamreben | ሲያምርብን - New Ethiopian Music 2019,143,92961,1156,180,320,AYANAW TIRUALEM
324,Teddy Yo - LO'O LO'O | ሎኦ ሎኦ - New Ethiopian Music 2018 (Official Video),566,2520011,9097,739,1041,TEDDY YO
325,Ujulu Fera - Mahe Lando  New Ethiopian Music 2015 (Official Video),1531,17161,47,3,3,UJULU FERA
326,Aschalew Fetene - Belay Zeleke | በላይ ዘለቀ - New Ethiopian Music 2018 (Official Video),346,244333,1897,166,589,ASCHALEW FETENE
327,Worku Andualem - Shillela | ሽለላ - New Ethiopian Music 2016 (Official Video),1123,1268873,2713,550,692,WORKU ANDUALEM
328,Alem kebede - Solomon - New Ethiopian Music 2016 (Official Video),1348,90567,206,19,26,ALEM KEBEDE
329,Kaleb Araya Slasia - Yesuwas Neger | የሷስ ነገር - New Ethiopian Music 2019 (Official Video),158,111512,798,342,309,KALEB ARAYA SLASIA
330,Hot New Ethiopian music 2014 Tadele Roba - Semteshal,2027,359467,598,223,109,TADELE ROBA
331,Dawit Alemayehu - Helen Gualu | ሄለን ጏሉ - New Ethiopian Music 2016 (Official Audio),1118,110847,648,29,180,DAWIT ALEMAYEHU
332,AndyB ft. Dawit Bosco - Yaz Yaz | ያዝ ያዝ - New Ethiopian Music 2018 (Official Video),568,47734,273,100,90,ANDYB
333,AndyB ft. Dawit Bosco - Yaz Yaz | ያዝ ያዝ - New Ethiopian Music 2018 (Official Video),568,47734,273,100,90,DAWIT BOSCO
334,Tesfaye Adugna - Weleba | ወለባ - New Ethiopian Music 2017 (Official Video),753,408637,1443,207,514,TESFAYE ADUGNA
335,Ras Biruk - Rello - New Ethiopian Music 2016 (Official Video),1276,110943,371,39,49,RAS BIRUK
336,Adera Tigabu - Tolo Ney | ቶሎ ነይ - New Ethiopian Tigrigna Music 2018 (Official Video),650,63486,690,77,197,ADERA TIGABU
337,Habtamu G/Tsadik - Gojamewa | ጎጃሜዋ - New Ethiopian Music 2019 (Official Video),275,16696,147,3,25,HABTAMU G/TSADIK
338,Blen Hailu (ሚጣ) - Yihuna - New Ethiopian Music (Official Video),1221,45055,105,58,139,BLEN HAILU
339,Binyam Negatu - Jenen - New Ethiopian Music 2016 (Official Video),1213,35602,101,17,45,BINYAM NEGATU
340,Fentaye Asmare - Kelay | ከላይ - New Ethiopian Music 2019 (Official Video),187,98718,675,81,100,FENTAYE ASMARE
341,Anteneh Minalu - Anley | አንለይ  - New Ethiopian Music (Official Video),1077,159256,741,43,126,ANTENEH MINALU
342,Bisrat Surafel - Ethiopiawi Negn | ኢትዮጵያዊ ነኝ - New Ethiopian Music 2018 (Official Audio),537,126698,675,31,97,BISRAT SURAFEL
343,Tomas Hilu (Tomy+) - Tiwejina | ትወጂና - New Ethiopian Music 2017 (Official Video),773,1226224,4202,546,685,TOMAS HILU
344,Bisrat Surafel - Zim Yalewin Firaw | ዝም ያለውን ፍራው - New Ethiopian Music 2018 (Official Audio),537,169049,705,42,90,BISRAT SURAFEL
345,Frehiwot Tafesse - Yesema (ይሠማ) - New Ethiopian Music 2015 (Official Video),1418,8887,54,7,24,FREHIWOT TAFESSE
346,Simon T/Wold - Yehagere Semay | የሀገሬ ሰማይ - New Ethiopian Music 2017 (Offcial Video),812,24122,229,23,117,SIMON T/WOLD
347,Dina Anteneh - Yehone Neger | የሆነ ነገር - New Ethiopian Music 2018 (Official Video),471,1061220,5429,472,908,DINA ANTENEH
348,Tesfahun Hailu - Anchi Yagere Lij  | አንቺ ያገሬ ልጅ - New Ethiopian Music 2018 (Official Video),604,86478,299,54,110,TESFAHUN HAILU
349,Edel Tareke - Zoresh | ዞረሽ - New Ethiopian Music 2019 (Official Video),88,30730,345,32,108,EDEL TAREKE
350,Solomon Tuemay - Mejemeriya kal - New Ethiopian Music 2018 (Official Video),520,16619,225,14,43,SOLOMON TUEMAY
351,Mulugeta Kahsay - Shikorina | ሺኮሪና - New Ethiopian Music 2017 (Official Video),803,223964,1411,122,334,MULUGETA KAHSAY
